,path,newpath,space,graph_matrix,room_num,other_room_num,other_ratio
205,D:/Dataset/cubicasa5k//high_quality_architectural/1896/model.svg,1896,"['Outdoor0', 'Outdoor1', 'LivingRoom0', 'Entry0', 'Bath0', 'Storage0', 'Other0', 'Other1', 'Storage1', 'Bedroom0', 'Bedroom1', 'Other2', 'Bedroom2', 'Storage2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",14,3,0.21428571428571427
206,D:/Dataset/cubicasa5k//high_quality_architectural/144/model.svg,144,"['Outdoor0', 'Other0', 'Bath0', 'Bedroom0', 'LivingRoom0', 'Kitchen0', 'Other1', 'Entry0', 'Other2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,3,0.3333333333333333
208,D:/Dataset/cubicasa5k//high_quality_architectural/1789/model.svg,1789,"['Kitchen0', 'Bath0', 'Entry0', 'LivingRoom0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",5,0,0.0
209,D:/Dataset/cubicasa5k//high_quality_architectural/4761/model.svg,4761,"['Outdoor0', 'Dining0', 'Kitchen0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Bath0', 'Storage0', 'Other0', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 4. ... 0. 0. 0.]
 [0. 3. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,1,0.1
210,D:/Dataset/cubicasa5k//high_quality_architectural/194/model.svg,194,"['Outdoor0', 'Kitchen0', 'Kitchen1', 'Other0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Storage0', 'Storage1', 'Bath0', 'Other1', 'Bath1', 'Outdoor1', 'Outdoor2', 'LivingRoom1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",17,2,0.11764705882352941
211,D:/Dataset/cubicasa5k//high_quality_architectural/6249/model.svg,6249,"['Outdoor0', 'Outdoor1', 'Outdoor2', 'Outdoor3', 'Dining0', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Entry1', 'Storage0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Other0', 'Bedroom3', 'Other1', 'Bath0', 'Storage1', 'Storage2', 'Bath1', 'Storage3', 'Bath2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",22,2,0.09090909090909091
212,D:/Dataset/cubicasa5k//high_quality_architectural/7923/model.svg,7923,"['Outdoor0', 'Kitchen0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Bath0', 'Other0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,1,0.125
213,D:/Dataset/cubicasa5k//high_quality_architectural/4608/model.svg,4608,"['Outdoor0', 'Kitchen0', 'Dining0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Bedroom1', 'Other0', 'Bath0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,2,0.2
214,D:/Dataset/cubicasa5k//high_quality_architectural/1213/model.svg,1213,"['Outdoor0', 'Bedroom0', 'Other0', 'Entry0', 'Bedroom1', 'Kitchen0', 'Bedroom2', 'Bath0', 'Bath1', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 1. ... 0. 0. 0.]
 [0. 2. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,1,0.1
215,D:/Dataset/cubicasa5k//high_quality_architectural/4679/model.svg,4679,"['LivingRoom0', 'Other0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Storage0', 'Storage1', 'Bath0', 'Bath1', 'Storage2', 'Other1', 'Other2', 'Bath2', 'Other3', 'Kitchen0', 'Garage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 4. ... 0. 0. 0.]
 [0. 3. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",16,4,0.25
216,D:/Dataset/cubicasa5k//high_quality_architectural/9042/model.svg,9042,"['Outdoor0', 'Bedroom0', 'Dining0', 'Other0', 'LivingRoom0', 'Entry0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,1,0.14285714285714285
217,D:/Dataset/cubicasa5k//high_quality_architectural/3043/model.svg,3043,"['Other0', 'Bath0', 'Bedroom0', 'Other1', 'Entry0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,2,0.3333333333333333
218,D:/Dataset/cubicasa5k//high_quality_architectural/491/model.svg,491,"['Outdoor0', 'LivingRoom0', 'Entry0', 'Outdoor1', 'Bedroom0', 'Kitchen0', 'Storage0', 'Bath0', 'Other0', 'Entry1', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 3. ... 0. 0. 0.]
 [0. 4. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,1,0.09090909090909091
219,D:/Dataset/cubicasa5k//high_quality_architectural/9232/model.svg,9232,"['Outdoor0', 'LivingRoom0', 'Kitchen0', 'Bedroom0', 'Entry0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,0,0.0
220,D:/Dataset/cubicasa5k//high_quality_architectural/9524/model.svg,9524,"['Bath0', 'Bath1', 'Bath2', 'Other0', 'Entry0', 'Storage0', 'Storage1', 'Storage2', 'Storage3', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Bedroom2', 'Garage0', 'LivingRoom0', 'Other1', 'Entry1', 'Outdoor0', 'Other2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",19,3,0.15789473684210525
221,D:/Dataset/cubicasa5k//high_quality_architectural/6208/model.svg,6208,"['LivingRoom0', 'Outdoor0', 'Outdoor1', 'Storage0', 'Bath0', 'Kitchen0', 'Entry0', 'Bath1', 'Other0', 'Bedroom0', 'Bedroom1', 'Storage1', 'Other1', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",14,2,0.14285714285714285
222,D:/Dataset/cubicasa5k//high_quality_architectural/968/model.svg,968,"['Other0', 'Bath0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Outdoor0', 'LivingRoom1', 'Garage0', 'Kitchen0', 'Bedroom1', 'Storage0', 'Bath1', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",13,1,0.07692307692307693
223,D:/Dataset/cubicasa5k//high_quality_architectural/7710/model.svg,7710,"['Entry0', 'Bath0', 'Kitchen0', 'Bedroom0', 'LivingRoom0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,0,0.0
224,D:/Dataset/cubicasa5k//high_quality_architectural/9043/model.svg,9043,"['Kitchen0', 'Dining0', 'Outdoor0', 'Other0', 'Entry0', 'Other1', 'Other2', 'Other3', 'Other4', 'Storage0', 'Entry1', 'Other5', 'Outdoor1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",13,6,0.46153846153846156
225,D:/Dataset/cubicasa5k//high_quality_architectural/214/model.svg,214,"['LivingRoom0', 'Other0', 'Dining0', 'Kitchen0', 'Entry0', 'Bedroom0', 'Bath0', 'Other1', 'Other2', 'Storage0', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,3,0.2727272727272727
227,D:/Dataset/cubicasa5k//high_quality_architectural/5735/model.svg,5735,"['Bedroom0', 'Bedroom1', 'Entry0', 'LivingRoom0', 'Outdoor0', 'Other0', 'Kitchen0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,1,0.125
228,D:/Dataset/cubicasa5k//high_quality_architectural/9718/model.svg,9718,"['Outdoor0', 'Bedroom0', 'LivingRoom0', 'Dining0', 'Kitchen0', 'Other0', 'Bedroom1', 'Bedroom2', 'Bedroom3', 'Bath0', 'Storage0', 'Other1', 'Storage1', 'Storage2', 'Other2', 'Bath1', 'Other3', 'Storage3', 'Other4']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",19,5,0.2631578947368421
229,D:/Dataset/cubicasa5k//high_quality_architectural/8174/model.svg,8174,"['Outdoor0', 'LivingRoom0', 'Storage0', 'Storage1', 'Bath0', 'Bath1', 'Entry0', 'Storage2', 'Other0', 'Bath2', 'Bedroom0', 'Bedroom1', 'Storage3', 'Bedroom2', 'Bedroom3', 'Entry1', 'Other1', 'LivingRoom1', 'Outdoor1', 'Other2', 'Outdoor2', 'Outdoor3']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",22,3,0.13636363636363635
230,D:/Dataset/cubicasa5k//high_quality_architectural/4066/model.svg,4066,"['Outdoor0', 'Entry0', 'LivingRoom0', 'Other0', 'Bedroom0', 'Outdoor1', 'Bedroom1', 'Storage0', 'Other1', 'Bath0', 'Other2', 'Entry1', 'Bath1', 'Storage1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",14,3,0.21428571428571427
231,D:/Dataset/cubicasa5k//high_quality_architectural/9292/model.svg,9292,"['Outdoor0', 'LivingRoom0', 'Kitchen0', 'Entry0', 'Bedroom0', 'Bath0', 'Storage0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,1,0.125
232,D:/Dataset/cubicasa5k//high_quality_architectural/6004/model.svg,6004,"['LivingRoom0', 'Kitchen0', 'Entry0', 'Outdoor0', 'Other0', 'Bedroom0', 'Bedroom1', 'Bath0', 'Storage0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,2,0.2
233,D:/Dataset/cubicasa5k//high_quality_architectural/4753/model.svg,4753,"['LivingRoom0', 'Outdoor0', 'Kitchen0', 'Other0', 'Other1', 'Bedroom0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,2,0.2857142857142857
234,D:/Dataset/cubicasa5k//high_quality_architectural/9341/model.svg,9341,"['LivingRoom0', 'Entry0', 'Outdoor0', 'Kitchen0', 'Bedroom0', 'Bath0', 'Other0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,1,0.125
236,D:/Dataset/cubicasa5k//high_quality_architectural/8636/model.svg,8636,"['Kitchen0', 'Storage0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Storage1', 'Bath0', 'Other0', 'Entry0', 'Storage2', 'Bath1', 'Storage3', 'Outdoor0', 'Outdoor1', 'Outdoor2', 'Garage0', 'Entry1', 'LivingRoom0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",18,1,0.05555555555555555
237,D:/Dataset/cubicasa5k//high_quality_architectural/403/model.svg,403,"['Outdoor0', 'Outdoor1', 'Entry0', 'Kitchen0', 'Other0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Storage0', 'Other1', 'Bath0', 'Bath1', 'Storage1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",14,2,0.14285714285714285
238,D:/Dataset/cubicasa5k//high_quality_architectural/5067/model.svg,5067,"['Outdoor0', 'LivingRoom0', 'Other0', 'Other1', 'Other2', 'Kitchen0', 'Bath0', 'Other3', 'Storage0', 'Storage1', 'Storage2', 'Bath1', 'Entry0', 'Other4']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 5. ... 0. 0. 0.]
 [0. 8. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",14,5,0.35714285714285715
240,D:/Dataset/cubicasa5k//high_quality_architectural/7711/model.svg,7711,"['Outdoor0', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Garage0', 'Bedroom2', 'Bedroom3', 'Storage0', 'Bath0', 'Bath1', 'Bath2', 'Other0', 'Entry1', 'Other1', 'Bath3']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 6. ... 0. 0. 0.]
 [0. 7. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",17,2,0.11764705882352941
241,D:/Dataset/cubicasa5k//high_quality_architectural/3875/model.svg,3875,"['Outdoor0', 'Kitchen0', 'Bedroom0', 'Bath0', 'Entry0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",5,0,0.0
242,D:/Dataset/cubicasa5k//high_quality_architectural/7567/model.svg,7567,"['Entry0', 'LivingRoom0', 'Kitchen0', 'Storage0', 'Bath0', 'Other0', 'Bath1', 'Storage1', 'Bedroom0', 'Bedroom1', 'Storage2', 'Bedroom2', 'Outdoor0', 'Outdoor1', 'Garage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",15,1,0.06666666666666667
243,D:/Dataset/cubicasa5k//high_quality_architectural/7918/model.svg,7918,"['Outdoor0', 'Outdoor1', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",3,1,0.3333333333333333
244,D:/Dataset/cubicasa5k//high_quality_architectural/5048/model.svg,5048,"['Outdoor0', 'Outdoor1', 'Outdoor2', 'Other0', 'LivingRoom0', 'Bedroom0', 'Kitchen0', 'Bedroom1', 'Bath0', 'Other1', 'Storage0', 'Entry0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",12,2,0.16666666666666666
245,D:/Dataset/cubicasa5k//high_quality_architectural/7077/model.svg,7077,"['Outdoor0', 'Outdoor1', 'Dining0', 'Kitchen0', 'LivingRoom0', 'Other0', 'Entry0', 'Other1', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Bedroom3', 'Bath0', 'Other2', 'Storage0', 'Entry1', 'Bath1', 'Other3']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",18,4,0.2222222222222222
247,D:/Dataset/cubicasa5k//high_quality_architectural/4711/model.svg,4711,"['Outdoor0', 'Other0', 'LivingRoom0', 'Bedroom0', 'Kitchen0', 'Bedroom1', 'Bath0', 'Other1', 'Bath1', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 6. ... 0. 0. 0.]
 [0. 7. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,2,0.2
248,D:/Dataset/cubicasa5k//high_quality_architectural/2551/model.svg,2551,"['LivingRoom0', 'Bedroom0', 'Entry0', 'Kitchen0', 'Outdoor0', 'Garage0', 'Bedroom1', 'Storage0', 'Bedroom2', 'Storage1', 'Bath0', 'Other0', 'Other1', 'Entry1', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",15,2,0.13333333333333333
249,D:/Dataset/cubicasa5k//high_quality_architectural/7832/model.svg,7832,"['Outdoor0', 'Other0', 'Storage0', 'Bedroom0', 'Other1', 'Bath0', 'LivingRoom0', 'Kitchen0', 'Entry0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,2,0.2222222222222222
250,D:/Dataset/cubicasa5k//high_quality_architectural/871/model.svg,871,"['Outdoor0', 'Outdoor1', 'Outdoor2', 'Entry0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Storage0', 'Other0', 'Storage1', 'Bath0', 'Entry1', 'Bath1', 'Storage2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",14,1,0.07142857142857142
251,D:/Dataset/cubicasa5k//high_quality_architectural/715/model.svg,715,"['Outdoor0', 'Bedroom0', 'LivingRoom0', 'Kitchen0', 'Entry0', 'Bedroom1', 'Bath0', 'Storage0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,1,0.1111111111111111
252,D:/Dataset/cubicasa5k//high_quality_architectural/9058/model.svg,9058,"['Outdoor0', 'Outdoor1', 'Kitchen0', 'LivingRoom0', 'LivingRoom1', 'Entry0', 'Bedroom0', 'Bedroom1', 'Storage0', 'Bedroom2', 'Bedroom3', 'Bath0', 'Other0', 'Storage1', 'Bath1', 'Storage2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",16,1,0.0625
253,D:/Dataset/cubicasa5k//high_quality_architectural/9054/model.svg,9054,"['Storage0', 'Other0', 'Other1', 'Bedroom0', 'Entry0', 'Kitchen0', 'LivingRoom0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,2,0.25
254,D:/Dataset/cubicasa5k//high_quality_architectural/189/model.svg,189,"['Bath0', 'Kitchen0', 'Dining0', 'LivingRoom0', 'Entry0', 'Other0', 'Outdoor0', 'Outdoor1', 'Bedroom0', 'Other1', 'Other2', 'Storage0', 'Other3', 'Bath1', 'Other4', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",16,5,0.3125
255,D:/Dataset/cubicasa5k//high_quality_architectural/755/model.svg,755,"['LivingRoom0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Bath0', 'Entry0', 'Bath1', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 5. ... 0. 0. 0.]
 [0. 8. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,0,0.0
256,D:/Dataset/cubicasa5k//high_quality_architectural/793/model.svg,793,"['LivingRoom0', 'Entry0', 'LivingRoom1', 'Kitchen0', 'Other0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,1,0.14285714285714285
257,D:/Dataset/cubicasa5k//high_quality_architectural/8744/model.svg,8744,"['LivingRoom0', 'Entry0', 'Bath0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",4,1,0.25
258,D:/Dataset/cubicasa5k//high_quality_architectural/5700/model.svg,5700,"['Bath0', 'Kitchen0', 'LivingRoom0', 'Entry0', 'Outdoor0', 'Bedroom0', 'Bath1', 'Storage0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,1,0.1111111111111111
